                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    536,                0.92191,                 0.8838,                 1.5866,                0.98636,                      1,                  0.995,                 0.7199,                 1.1898,                0.64109,                 1.9274,              0.0012264,              0.0012264,              0.0012264
                    537,                 1.2283,                 1.1728,                 1.7856,                0.98636,                      1,                  0.995,                 0.7199,                 1.1898,                0.64109,                 1.9274,              0.0012255,              0.0012255,              0.0012255
                    538,                 1.0641,                0.96658,                 1.6402,                0.97764,                      1,                  0.995,                0.73563,                 1.1905,                0.57055,                 2.0412,              0.0012247,              0.0012247,              0.0012247
                    539,                0.99381,                 0.9057,                 1.5774,                0.97764,                      1,                  0.995,                0.73563,                 1.1905,                0.57055,                 2.0412,              0.0012239,              0.0012239,              0.0012239
                    540,                0.99915,                0.90465,                 1.5695,                 0.9819,                      1,                  0.995,                0.66991,                 1.1975,                0.64861,                 2.1263,              0.0012231,              0.0012231,              0.0012231
                    541,                 1.0758,                 1.0062,                 1.6974,                 0.9819,                      1,                  0.995,                0.66991,                 1.1975,                0.64861,                 2.1263,              0.0012222,              0.0012222,              0.0012222
                    542,                 1.0521,                 0.9087,                 1.6437,                0.98499,                      1,                  0.995,                 0.6595,                 1.2264,                0.68926,                 2.1693,              0.0012214,              0.0012214,              0.0012214
                    543,                 1.1454,                0.91145,                 1.7112,                0.98499,                      1,                  0.995,                 0.6595,                 1.2264,                0.68926,                 2.1693,              0.0012206,              0.0012206,              0.0012206
                    544,                 1.0585,                0.86724,                 1.6579,                0.97476,                      1,                  0.995,                0.69335,                  1.165,                0.63827,                  2.052,              0.0012198,              0.0012198,              0.0012198
                    545,                 1.3369,                 1.0546,                 1.9263,                0.97476,                      1,                  0.995,                0.69335,                  1.165,                0.63827,                  2.052,              0.0012189,              0.0012189,              0.0012189
                    546,                 1.0996,                0.96556,                 1.6608,                0.97321,                      1,                  0.995,                0.64459,                 1.1988,                0.63612,                 2.0793,              0.0012181,              0.0012181,              0.0012181
                    547,                 1.1327,                 0.9661,                 1.6906,                0.97321,                      1,                  0.995,                0.64459,                 1.1988,                0.63612,                 2.0793,              0.0012173,              0.0012173,              0.0012173
                    548,                  1.082,                0.97309,                 1.6976,                0.98501,                      1,                  0.995,                0.60316,                 1.3111,                0.70764,                 2.1785,              0.0012165,              0.0012165,              0.0012165
                    549,                 1.0818,                 1.0402,                 1.7484,                0.98501,                      1,                  0.995,                0.60316,                 1.3111,                0.70764,                 2.1785,              0.0012156,              0.0012156,              0.0012156
                    550,                 1.0222,                0.90031,                 1.6204,                0.97725,                      1,                  0.995,                0.65821,                 1.1828,                0.68789,                 1.9477,              0.0012148,              0.0012148,              0.0012148
                    551,                 1.0557,                0.96653,                  1.658,                0.97725,                      1,                  0.995,                0.65821,                 1.1828,                0.68789,                 1.9477,               0.001214,               0.001214,               0.001214
                    552,                 1.0059,                 0.8719,                 1.5676,                 0.9683,                      1,                  0.995,                0.66031,                 1.2583,                0.63601,                 1.9302,              0.0012132,              0.0012132,              0.0012132
                    553,                0.95862,                 0.8823,                 1.5862,                 0.9683,                      1,                  0.995,                0.66031,                 1.2583,                0.63601,                 1.9302,              0.0012123,              0.0012123,              0.0012123
                    554,                0.96842,                0.87233,                 1.5576,                0.96981,                      1,                  0.995,                0.68664,                 1.2318,                0.60734,                 1.8958,              0.0012115,              0.0012115,              0.0012115
                    555,                0.96175,                0.82112,                 1.5693,                0.96981,                      1,                  0.995,                0.68664,                 1.2318,                0.60734,                 1.8958,              0.0012107,              0.0012107,              0.0012107
                    556,                0.93488,                0.88119,                 1.5593,                0.97453,                      1,                  0.995,                0.72246,                 1.1177,                0.58343,                 1.7709,              0.0012099,              0.0012099,              0.0012099
                    557,                 1.1289,                 1.0681,                 1.6322,                0.97453,                      1,                  0.995,                0.72246,                 1.1177,                0.58343,                 1.7709,               0.001209,               0.001209,               0.001209
                    558,                0.90676,                0.75939,                 1.4561,                0.97654,                      1,                  0.995,                0.74707,                0.98324,                0.61046,                 1.6422,              0.0012082,              0.0012082,              0.0012082
                    559,                 1.0675,                0.92036,                 1.7101,                0.97654,                      1,                  0.995,                0.74707,                0.98324,                0.61046,                 1.6422,              0.0012074,              0.0012074,              0.0012074
                    560,                 1.0202,                0.92395,                 1.5526,                0.98411,                0.99905,                  0.995,                 0.7196,                 1.0114,                0.62198,                 1.6946,              0.0012066,              0.0012066,              0.0012066
                    561,                0.90762,                0.77398,                 1.5041,                0.98411,                0.99905,                  0.995,                 0.7196,                 1.0114,                0.62198,                 1.6946,              0.0012057,              0.0012057,              0.0012057
                    562,                 1.0835,                0.93162,                 1.6896,                 0.9797,                0.99235,                  0.995,                0.74441,                 1.0147,                0.63108,                 1.7345,              0.0012049,              0.0012049,              0.0012049
                    563,                 1.0129,                 0.9236,                 1.6546,                 0.9797,                0.99235,                  0.995,                0.74441,                 1.0147,                0.63108,                 1.7345,              0.0012041,              0.0012041,              0.0012041
                    564,                 1.0698,                0.88247,                 1.6042,                0.93269,                0.98717,                  0.995,                 0.7411,                 1.0595,                0.64354,                 1.7957,              0.0012033,              0.0012033,              0.0012033
                    565,                0.95093,                0.88172,                 1.6159,                0.93269,                0.98717,                  0.995,                 0.7411,                 1.0595,                0.64354,                 1.7957,              0.0012024,              0.0012024,              0.0012024
                    566,                 1.0405,                0.87236,                 1.6369,                0.94948,                0.86848,                  0.995,                0.74129,                 1.0528,                0.73883,                 1.8156,              0.0012016,              0.0012016,              0.0012016
                    567,                 1.0389,                0.94492,                 1.5978,                0.94948,                0.86848,                  0.995,                0.74129,                 1.0528,                0.73883,                 1.8156,              0.0012008,              0.0012008,              0.0012008
                    568,                0.98021,                0.93329,                 1.6127,                 0.9382,                0.84244,                  0.995,                0.71466,                 1.0817,                0.80578,                 1.8208,                 0.0012,                 0.0012,                 0.0012
                    569,                 1.0694,                0.91767,                 1.6138,                 0.9382,                0.84244,                  0.995,                0.71466,                 1.0817,                0.80578,                 1.8208,              0.0011991,              0.0011991,              0.0011991
                    570,                 1.1179,                 1.0916,                  1.726,                0.96037,                0.84339,                  0.995,                0.71607,                 1.1689,                0.75387,                  1.886,              0.0011983,              0.0011983,              0.0011983
                    571,                 1.1268,                0.98719,                 1.7155,                0.96037,                0.84339,                  0.995,                0.71607,                 1.1689,                0.75387,                  1.886,              0.0011975,              0.0011975,              0.0011975
                    572,                 1.0879,                 1.0207,                 1.6501,                0.85082,                0.98848,                  0.995,                0.74957,                 1.1044,                 0.6531,                 1.8001,              0.0011967,              0.0011967,              0.0011967
                    573,                 1.0904,                0.91616,                 1.6364,                0.85082,                0.98848,                  0.995,                0.74957,                 1.1044,                 0.6531,                 1.8001,              0.0011958,              0.0011958,              0.0011958
                    574,                 1.0467,                0.83868,                  1.589,                0.87655,                0.98356,                  0.995,                0.71844,                 1.0485,                0.60066,                 1.7798,               0.001195,               0.001195,               0.001195
                    575,                 1.0534,                0.94444,                  1.709,                0.87655,                0.98356,                  0.995,                0.71844,                 1.0485,                0.60066,                 1.7798,              0.0011942,              0.0011942,              0.0011942
                    576,                 1.2405,                  1.139,                 1.8281,                0.88297,                0.98197,                  0.995,                0.66965,                 1.1744,                0.66002,                 1.8972,              0.0011934,              0.0011934,              0.0011934
                    577,                  1.151,                 1.1021,                 1.6809,                0.88297,                0.98197,                  0.995,                0.66965,                 1.1744,                0.66002,                 1.8972,              0.0011925,              0.0011925,              0.0011925
                    578,                 1.0778,                0.96259,                 1.7378,                0.93646,                0.99161,                  0.995,                0.66901,                 1.2315,                0.67465,                 1.9194,              0.0011917,              0.0011917,              0.0011917
                    579,                 1.1186,                 1.0264,                 1.6946,                0.93646,                0.99161,                  0.995,                0.66901,                 1.2315,                0.67465,                 1.9194,              0.0011909,              0.0011909,              0.0011909
                    580,                 1.0579,                 0.8928,                 1.7109,                0.96887,                      1,                  0.995,                0.68802,                 1.1782,                0.61982,                 1.8384,              0.0011901,              0.0011901,              0.0011901
                    581,                 1.0537,                0.92611,                 1.6189,                0.96887,                      1,                  0.995,                0.68802,                 1.1782,                0.61982,                 1.8384,              0.0011892,              0.0011892,              0.0011892
                    582,                 1.1089,                0.90653,                   1.65,                0.97375,                      1,                  0.995,                0.72085,                 1.0577,                0.56327,                 1.7177,              0.0011884,              0.0011884,              0.0011884
                    583,                 1.1655,                 1.1069,                 1.6273,                0.97375,                      1,                  0.995,                0.72085,                 1.0577,                0.56327,                 1.7177,              0.0011876,              0.0011876,              0.0011876
                    584,                 1.0552,                0.96348,                 1.5817,                0.98184,                      1,                  0.995,                0.71184,                 1.0495,                0.55504,                 1.7939,              0.0011868,              0.0011868,              0.0011868
                    585,                 1.0226,                0.88011,                 1.6156,                0.98184,                      1,                  0.995,                0.71184,                 1.0495,                0.55504,                 1.7939,              0.0011859,              0.0011859,              0.0011859
                    586,                 1.0316,                0.98915,                 1.6007,                0.98534,                      1,                  0.995,                0.65761,                 1.1366,                0.58277,                 1.9481,              0.0011851,              0.0011851,              0.0011851
                    587,                0.96386,                 0.8393,                 1.6111,                0.98534,                      1,                  0.995,                0.65761,                 1.1366,                0.58277,                 1.9481,              0.0011843,              0.0011843,              0.0011843
                    588,                0.97477,                0.91772,                 1.5879,                0.97747,                      1,                  0.995,                0.63685,                 1.2719,                0.59269,                 2.0772,              0.0011835,              0.0011835,              0.0011835
                    589,                 1.0795,                 0.9113,                 1.6372,                0.97747,                      1,                  0.995,                0.63685,                 1.2719,                0.59269,                 2.0772,              0.0011826,              0.0011826,              0.0011826
                    590,                 1.1771,                0.99554,                 1.7904,                0.96198,                      1,                  0.995,                0.65435,                 1.3814,                0.64433,                 2.2015,              0.0011818,              0.0011818,              0.0011818
                    591,                 1.1018,                0.97168,                 1.6735,                0.96198,                      1,                  0.995,                0.65435,                 1.3814,                0.64433,                 2.2015,               0.001181,               0.001181,               0.001181
                    592,                 1.1101,                 1.0108,                 1.7285,                0.93385,                0.99331,                  0.995,                0.66147,                 1.4103,                0.70447,                 2.1506,              0.0011802,              0.0011802,              0.0011802
                    593,                 1.3406,                 1.0209,                 1.7512,                0.93385,                0.99331,                  0.995,                0.66147,                 1.4103,                0.70447,                 2.1506,              0.0011793,              0.0011793,              0.0011793
                    594,                0.96018,                0.82095,                 1.5974,                 0.9318,                0.98359,                  0.995,                0.68254,                 1.3641,                0.77389,                 2.0069,              0.0011785,              0.0011785,              0.0011785
                    595,                 1.1951,                 1.1508,                 1.6662,                 0.9318,                0.98359,                  0.995,                0.68254,                 1.3641,                0.77389,                 2.0069,              0.0011777,              0.0011777,              0.0011777
                    596,                 1.1207,                0.96881,                 1.6439,                0.98583,                0.98175,                  0.995,                0.67036,                 1.2772,                0.78498,                 2.0409,              0.0011769,              0.0011769,              0.0011769
                    597,                 1.1934,                 1.1297,                  1.753,                0.98583,                0.98175,                  0.995,                0.67036,                 1.2772,                0.78498,                 2.0409,               0.001176,               0.001176,               0.001176
                    598,                  1.033,                0.86172,                 1.6295,                0.85959,                0.99778,                0.95375,                0.61079,                 1.3034,                0.87913,                 2.1332,              0.0011752,              0.0011752,              0.0011752
                    599,                 1.0111,                0.89551,                 1.5945,                0.85959,                0.99778,                0.95375,                0.61079,                 1.3034,                0.87913,                 2.1332,              0.0011744,              0.0011744,              0.0011744
                    600,                 1.1102,                0.91616,                 1.7474,                0.86396,                0.99304,                0.95375,                0.56231,                 1.3508,                 1.0429,                 2.1975,              0.0011736,              0.0011736,              0.0011736
                    601,                 1.2479,                  1.058,                 1.7954,                0.86396,                0.99304,                0.95375,                0.56231,                 1.3508,                 1.0429,                 2.1975,              0.0011727,              0.0011727,              0.0011727
                    602,                0.93585,                 0.8148,                 1.5231,                0.99282,                 0.9367,                  0.995,                0.64127,                 1.3497,                0.96933,                  2.175,              0.0011719,              0.0011719,              0.0011719
                    603,                 1.0959,                0.96867,                 1.6864,                0.99282,                 0.9367,                  0.995,                0.64127,                 1.3497,                0.96933,                  2.175,              0.0011711,              0.0011711,              0.0011711
                    604,                0.95237,                0.84803,                 1.4252,                0.98402,                0.87206,                  0.995,                0.66919,                 1.2563,                0.75954,                 2.0715,              0.0011703,              0.0011703,              0.0011703
                    605,                 1.0535,                0.84608,                 1.5495,                0.98402,                0.87206,                  0.995,                0.66919,                 1.2563,                0.75954,                 2.0715,              0.0011694,              0.0011694,              0.0011694
                    606,                 1.0964,                0.98088,                 1.5955,                0.97915,                0.86089,                  0.995,                0.67779,                 1.2124,                0.73483,                 2.1005,              0.0011686,              0.0011686,              0.0011686
                    607,                0.95303,                   0.88,                 1.5978,                0.97915,                0.86089,                  0.995,                0.67779,                 1.2124,                0.73483,                 2.1005,              0.0011678,              0.0011678,              0.0011678
                    608,                 1.0125,                0.88971,                 1.5779,                0.96818,                0.85637,                  0.995,                0.67454,                 1.1744,                0.94359,                 2.1265,               0.001167,               0.001167,               0.001167
                    609,                0.87046,                0.76288,                 1.4695,                0.96818,                0.85637,                  0.995,                0.67454,                 1.1744,                0.94359,                 2.1265,              0.0011661,              0.0011661,              0.0011661
                    610,                 1.0292,                 0.8552,                 1.7178,                 0.9584,                0.83333,                0.95375,                 0.6784,                 1.0359,                0.93231,                 2.0673,              0.0011653,              0.0011653,              0.0011653
                    611,                 1.0488,                0.88483,                 1.6759,                 0.9584,                0.83333,                0.95375,                 0.6784,                 1.0359,                0.93231,                 2.0673,              0.0011645,              0.0011645,              0.0011645
                    612,                 1.0154,                0.85411,                 1.5338,                0.97683,                0.85277,                  0.995,                0.74243,                0.92922,                0.85909,                 1.9065,              0.0011636,              0.0011636,              0.0011636
                    613,                 1.0723,                 1.0295,                 1.7186,                0.97683,                0.85277,                  0.995,                0.74243,                0.92922,                0.85909,                 1.9065,              0.0011628,              0.0011628,              0.0011628
                    614,                0.89958,                 0.7663,                 1.4642,                0.97395,                 0.8529,                  0.995,                0.72027,                0.99282,                0.84356,                 1.9811,               0.001162,               0.001162,               0.001162
                    615,                0.96502,                0.87501,                 1.5722,                0.97395,                 0.8529,                  0.995,                0.72027,                0.99282,                0.84356,                 1.9811,              0.0011612,              0.0011612,              0.0011612
                    616,                0.88012,                0.78709,                 1.4669,                0.97229,                0.85314,                  0.995,                0.67881,                 1.0897,                0.86487,                 2.0569,              0.0011603,              0.0011603,              0.0011603
                    617,                0.98283,                0.79876,                 1.6039,                0.97229,                0.85314,                  0.995,                0.67881,                 1.0897,                0.86487,                 2.0569,              0.0011595,              0.0011595,              0.0011595
                    618,                0.93476,                0.87809,                 1.6205,                0.97364,                0.85454,                  0.995,                0.68679,                 1.1632,                0.78213,                 2.0706,              0.0011587,              0.0011587,              0.0011587
                    619,                0.96879,                0.79881,                 1.6398,                0.97364,                0.85454,                  0.995,                0.68679,                 1.1632,                0.78213,                 2.0706,              0.0011579,              0.0011579,              0.0011579
                    620,                0.95248,                0.82433,                 1.5615,                0.97843,                0.85544,                  0.995,                0.69781,                 1.1542,                0.70098,                 1.9559,               0.001157,               0.001157,               0.001157
                    621,                 1.0958,                0.93465,                 1.6849,                0.97843,                0.85544,                  0.995,                0.69781,                 1.1542,                0.70098,                 1.9559,              0.0011562,              0.0011562,              0.0011562
                    622,                0.96919,                0.79702,                 1.4924,                0.94407,                0.99502,                  0.995,                0.73159,                  1.029,                0.56981,                 1.7999,              0.0011554,              0.0011554,              0.0011554
                    623,                 1.0401,                0.94223,                 1.6103,                0.94407,                0.99502,                  0.995,                0.73159,                  1.029,                0.56981,                 1.7999,              0.0011546,              0.0011546,              0.0011546
                    624,                 1.0069,                0.81031,                  1.596,                0.96272,                      1,                  0.995,                 0.7184,                0.96904,                0.55513,                 1.7529,              0.0011537,              0.0011537,              0.0011537
                    625,                0.99184,                0.87243,                 1.6447,                0.96272,                      1,                  0.995,                 0.7184,                0.96904,                0.55513,                 1.7529,              0.0011529,              0.0011529,              0.0011529
                    626,                0.97735,                0.80823,                 1.5788,                0.97108,                      1,                  0.995,                0.71644,                 1.0085,                0.54269,                 1.8154,              0.0011521,              0.0011521,              0.0011521
                    627,                0.97083,                0.77698,                 1.5771,                0.97108,                      1,                  0.995,                0.71644,                 1.0085,                0.54269,                 1.8154,              0.0011513,              0.0011513,              0.0011513
                    628,                0.92398,                0.78568,                 1.5362,                0.96893,                      1,                  0.995,                 0.7155,                 1.0865,                0.55797,                 1.9409,              0.0011504,              0.0011504,              0.0011504
                    629,                0.96411,                0.81956,                 1.5084,                0.96893,                      1,                  0.995,                 0.7155,                 1.0865,                0.55797,                 1.9409,              0.0011496,              0.0011496,              0.0011496
                    630,                 1.0683,                0.89978,                 1.6173,                0.97283,                      1,                  0.995,                0.68099,                 1.1466,                0.60449,                 1.8929,              0.0011488,              0.0011488,              0.0011488
                    631,                 1.0614,                0.86425,                 1.7329,                0.97283,                      1,                  0.995,                0.68099,                 1.1466,                0.60449,                 1.8929,               0.001148,               0.001148,               0.001148
                    632,                 1.0115,                0.94388,                 1.5671,                0.97305,                      1,                  0.995,                0.70264,                 1.0717,                0.62977,                 1.7102,              0.0011471,              0.0011471,              0.0011471
                    633,                 1.0806,                0.95879,                 1.6798,                0.97305,                      1,                  0.995,                0.70264,                 1.0717,                0.62977,                 1.7102,              0.0011463,              0.0011463,              0.0011463
                    634,                0.98338,                0.81187,                 1.5669,                0.95225,                0.99149,                  0.995,                0.75803,                0.89713,                0.61332,                 1.5415,              0.0011455,              0.0011455,              0.0011455
                    635,                 1.0061,                0.84987,                 1.6125,                0.95225,                0.99149,                  0.995,                0.75803,                0.89713,                0.61332,                 1.5415,              0.0011447,              0.0011447,              0.0011447
                    636,                0.95256,                0.86242,                 1.5192,                0.93464,                0.98787,                  0.995,                0.74162,                0.91967,                0.62296,                 1.5909,              0.0011438,              0.0011438,              0.0011438
                    637,                  1.009,                0.87624,                 1.5542,                0.93464,                0.98787,                  0.995,                0.74162,                0.91967,                0.62296,                 1.5909,               0.001143,               0.001143,               0.001143
                    638,                0.94347,                0.78589,                 1.5404,                0.94396,                0.99006,                  0.995,                0.73037,                0.99396,                0.64112,                 1.8525,              0.0011422,              0.0011422,              0.0011422
                    639,                0.98163,                0.77881,                 1.5325,                0.94396,                0.99006,                  0.995,                0.73037,                0.99396,                0.64112,                 1.8525,              0.0011414,              0.0011414,              0.0011414
                    640,                0.99957,                0.85345,                 1.6231,                0.97413,                      1,                  0.995,                0.73593,                 0.9792,                0.63905,                 1.8967,              0.0011405,              0.0011405,              0.0011405
                    641,                 1.0188,                0.88826,                 1.6031,                0.97413,                      1,                  0.995,                0.73593,                 0.9792,                0.63905,                 1.8967,              0.0011397,              0.0011397,              0.0011397
                    642,                0.93645,                0.80758,                 1.4525,                0.98285,                      1,                  0.995,                0.74154,                0.93677,                0.67477,                  1.818,              0.0011389,              0.0011389,              0.0011389
                    643,                 1.1034,                0.89106,                 1.6216,                0.98285,                      1,                  0.995,                0.74154,                0.93677,                0.67477,                  1.818,              0.0011381,              0.0011381,              0.0011381
                    644,                0.99097,                0.80987,                 1.6051,                0.98613,                      1,                  0.995,                0.71907,                 1.0605,                0.74633,                  1.907,              0.0011372,              0.0011372,              0.0011372
                    645,                 1.0462,                0.81564,                 1.5578,                0.98613,                      1,                  0.995,                0.71907,                 1.0605,                0.74633,                  1.907,              0.0011364,              0.0011364,              0.0011364
                    646,                 0.9345,                0.76786,                 1.4553,                0.98323,                      1,                  0.995,                0.68618,                 1.1259,                 0.8066,                  1.943,              0.0011356,              0.0011356,              0.0011356
                    647,                 1.0407,                0.81834,                 1.5085,                0.98323,                      1,                  0.995,                0.68618,                 1.1259,                 0.8066,                  1.943,              0.0011348,              0.0011348,              0.0011348
                    648,                 1.0966,                0.91719,                 1.5899,                0.98751,                      1,                  0.995,                0.71939,                0.99858,                0.70186,                 1.8108,              0.0011339,              0.0011339,              0.0011339
                    649,                0.97756,                0.89848,                 1.6103,                0.98751,                      1,                  0.995,                0.71939,                0.99858,                0.70186,                 1.8108,              0.0011331,              0.0011331,              0.0011331
                    650,                 1.0271,                0.86106,                 1.5502,                0.97311,                0.99979,                  0.995,                0.69748,                 1.1373,                0.68157,                 1.9315,              0.0011323,              0.0011323,              0.0011323
                    651,                 0.9281,                   0.79,                 1.6096,                0.97311,                0.99979,                  0.995,                0.69748,                 1.1373,                0.68157,                 1.9315,              0.0011315,              0.0011315,              0.0011315
                    652,                0.90818,                0.86285,                 1.5504,                0.94476,                0.98869,                  0.995,                0.62615,                 1.3331,                0.71577,                 2.1254,              0.0011306,              0.0011306,              0.0011306
                    653,                 1.1491,                0.98178,                 1.7138,                0.94476,                0.98869,                  0.995,                0.62615,                 1.3331,                0.71577,                 2.1254,              0.0011298,              0.0011298,              0.0011298
                    654,                 1.0852,                0.97035,                 1.6616,                0.95809,                0.99306,                  0.995,                0.65644,                 1.2704,                 0.7103,                 2.0952,               0.001129,               0.001129,               0.001129
                    655,                 1.0116,                0.84188,                 1.6357,                0.95809,                0.99306,                  0.995,                0.65644,                 1.2704,                 0.7103,                 2.0952,              0.0011282,              0.0011282,              0.0011282
                    656,                 1.1348,                0.84729,                 1.7306,                0.95728,                0.99272,                  0.995,                 0.6474,                 1.3013,                 0.8401,                 2.0827,              0.0011273,              0.0011273,              0.0011273
                    657,                 1.0834,                0.90358,                 1.6675,                0.95728,                0.99272,                  0.995,                 0.6474,                 1.3013,                 0.8401,                 2.0827,              0.0011265,              0.0011265,              0.0011265
                    658,                0.98224,                0.86882,                 1.5287,                 0.9497,                0.99062,                  0.995,                0.63627,                 1.3388,                0.92877,                 2.1835,              0.0011257,              0.0011257,              0.0011257
                    659,                 1.0875,                0.80979,                 1.5611,                 0.9497,                0.99062,                  0.995,                0.63627,                 1.3388,                0.92877,                 2.1835,              0.0011249,              0.0011249,              0.0011249
                    660,                 1.0908,                0.96744,                 1.6855,                0.94019,                 0.9877,                  0.995,                0.64145,                 1.3871,                0.93062,                 2.2128,               0.001124,               0.001124,               0.001124
                    661,                 1.1469,                0.88787,                 1.6699,                0.94019,                 0.9877,                  0.995,                0.64145,                 1.3871,                0.93062,                 2.2128,              0.0011232,              0.0011232,              0.0011232
                    662,                 1.1483,                0.90865,                 1.6451,                0.91421,                0.98455,                  0.995,                0.71074,                 1.1918,                0.76944,                 2.0149,              0.0011224,              0.0011224,              0.0011224
                    663,                0.98986,                0.83442,                 1.5694,                0.91421,                0.98455,                  0.995,                0.71074,                 1.1918,                0.76944,                 2.0149,              0.0011216,              0.0011216,              0.0011216
                    664,                 1.0297,                0.95905,                 1.5981,                   0.98,                0.86811,                  0.995,                0.70022,                 1.1298,                0.76895,                 2.0283,              0.0011207,              0.0011207,              0.0011207
                    665,                0.98656,                0.84395,                 1.5698,                   0.98,                0.86811,                  0.995,                0.70022,                 1.1298,                0.76895,                 2.0283,              0.0011199,              0.0011199,              0.0011199
                    666,                0.93702,                0.88163,                 1.5708,                0.97184,                0.84377,                  0.995,                0.63416,                 1.2552,                0.88173,                 2.2315,              0.0011191,              0.0011191,              0.0011191
                    667,                 1.0896,                0.87356,                 1.6914,                0.97184,                0.84377,                  0.995,                0.63416,                 1.2552,                0.88173,                 2.2315,              0.0011183,              0.0011183,              0.0011183
                    668,                 1.1041,                0.94184,                 1.6899,                0.96617,                0.83789,                  0.995,                0.64799,                 1.2091,                0.87574,                 2.1969,              0.0011174,              0.0011174,              0.0011174
                    669,                 1.0239,                  1.001,                 1.6475,                0.96617,                0.83789,                  0.995,                0.64799,                 1.2091,                0.87574,                 2.1969,              0.0011166,              0.0011166,              0.0011166
