                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                 2.4154,                 3.0527,                 3.1214,                0.53566,                0.63889,                0.67576,                0.25857,                 2.1161,                 3.1099,                   3.05,              0.0013568,              0.0013568,              0.0013568
                    105,                 2.2887,                 2.8335,                 3.0133,                0.53566,                0.63889,                0.67576,                0.25857,                 2.1161,                 3.1099,                   3.05,              0.0013561,              0.0013561,              0.0013561
                    106,                 2.1548,                 2.8416,                 3.0098,                0.38596,                0.36855,                0.42594,                0.17758,                 2.1353,                  2.911,                 3.1368,              0.0013554,              0.0013554,              0.0013554
                    107,                 2.1912,                 2.9257,                 3.0121,                0.38596,                0.36855,                0.42594,                0.17758,                 2.1353,                  2.911,                 3.1368,              0.0013547,              0.0013547,              0.0013547
                    108,                 2.3701,                  2.996,                 3.0466,                0.38138,                0.57938,                0.60073,                0.25065,                 2.1703,                 2.5951,                  3.217,               0.001354,               0.001354,               0.001354
                    109,                  2.399,                 2.9668,                   3.12,                0.38138,                0.57938,                0.60073,                0.25065,                 2.1703,                 2.5951,                  3.217,              0.0013533,              0.0013533,              0.0013533
                    110,                 2.2768,                 2.8038,                 3.0748,                0.45695,                0.44444,                0.51653,                0.21332,                 2.0764,                 2.6104,                  3.114,              0.0013526,              0.0013526,              0.0013526
                    111,                 2.3441,                 2.9718,                 3.0194,                0.45695,                0.44444,                0.51653,                0.21332,                 2.0764,                 2.6104,                  3.114,              0.0013519,              0.0013519,              0.0013519
                    112,                 2.1791,                 2.7449,                  2.972,                0.77024,                0.47222,                0.59682,                0.28113,                  1.983,                  2.517,                 3.0443,              0.0013512,              0.0013512,              0.0013512
                    113,                 2.3383,                 2.9729,                 2.9947,                0.77024,                0.47222,                0.59682,                0.28113,                  1.983,                  2.517,                 3.0443,              0.0013505,              0.0013505,              0.0013505
                    114,                 2.1919,                 2.8735,                 3.0048,                0.82631,                0.38389,                0.61299,                0.32844,                 1.8717,                 2.6233,                 2.9146,              0.0013498,              0.0013498,              0.0013498
                    115,                 2.2509,                  2.798,                 2.9806,                0.82631,                0.38389,                0.61299,                0.32844,                 1.8717,                 2.6233,                 2.9146,              0.0013491,              0.0013491,              0.0013491
                    116,                 2.2538,                 2.7431,                 2.9803,                0.76362,                0.56234,                0.65831,                0.26515,                 2.1206,                 3.5943,                 3.1286,              0.0013484,              0.0013484,              0.0013484
                    117,                 2.3101,                   2.69,                 2.9909,                0.76362,                0.56234,                0.65831,                0.26515,                 2.1206,                 3.5943,                 3.1286,              0.0013477,              0.0013477,              0.0013477
                    118,                 2.2781,                  2.854,                 2.9534,                0.58723,                0.47222,                0.57038,                0.26056,                 2.0745,                 3.6282,                 2.8644,              0.0013469,              0.0013469,              0.0013469
                    119,                 2.3256,                  2.855,                 3.0162,                0.58723,                0.47222,                0.57038,                0.26056,                 2.0745,                 3.6282,                 2.8644,              0.0013462,              0.0013462,              0.0013462
                    120,                 2.1917,                 2.6966,                 2.8724,                0.24631,                0.63889,                 0.3964,                0.19228,                 2.2091,                  3.305,                 2.9216,              0.0013455,              0.0013455,              0.0013455
                    121,                 2.2968,                 3.0783,                 3.0109,                0.24631,                0.63889,                 0.3964,                0.19228,                 2.2091,                  3.305,                 2.9216,              0.0013448,              0.0013448,              0.0013448
                    122,                 2.1722,                 2.8209,                 2.9487,                0.36015,                   0.75,                0.55732,                 0.2564,                 2.0981,                 3.1209,                 2.8714,              0.0013441,              0.0013441,              0.0013441
                    123,                 2.1775,                 2.6927,                 2.9025,                0.36015,                   0.75,                0.55732,                 0.2564,                 2.0981,                 3.1209,                 2.8714,              0.0013434,              0.0013434,              0.0013434
                    124,                 2.2458,                   2.75,                 2.8949,                0.70231,                0.41667,                0.60824,                 0.3809,                 1.7706,                 4.2797,                 2.6243,              0.0013427,              0.0013427,              0.0013427
                    125,                 2.2045,                 2.6631,                 2.8457,                0.70231,                0.41667,                0.60824,                 0.3809,                 1.7706,                 4.2797,                 2.6243,               0.001342,               0.001342,               0.001342
                    126,                 2.2577,                  2.754,                 2.8884,                0.68425,                 0.4811,                 0.6258,                0.30773,                 2.0718,                 6.0016,                 2.7853,              0.0013413,              0.0013413,              0.0013413
                    127,                 2.1854,                 2.7904,                   2.82,                0.68425,                 0.4811,                 0.6258,                0.30773,                 2.0718,                 6.0016,                 2.7853,              0.0013406,              0.0013406,              0.0013406
                    128,                   2.16,                  2.791,                 2.8104,                0.83111,                0.22222,                0.51971,                0.22617,                 2.0739,                 6.5094,                 2.9238,              0.0013399,              0.0013399,              0.0013399
                    129,                 2.1758,                  2.816,                 2.9067,                0.83111,                0.22222,                0.51971,                0.22617,                 2.0739,                 6.5094,                 2.9238,              0.0013392,              0.0013392,              0.0013392
                    130,                 2.1718,                 2.7183,                 2.8123,                0.86173,                0.22222,                0.55902,                0.24979,                   2.01,                 4.3564,                 2.8047,              0.0013385,              0.0013385,              0.0013385
                    131,                 2.2115,                 2.7484,                 2.8971,                0.86173,                0.22222,                0.55902,                0.24979,                   2.01,                 4.3564,                 2.8047,              0.0013378,              0.0013378,              0.0013378
                    132,                 2.2542,                 2.7878,                 2.9324,                0.69004,                0.48863,                0.70365,                0.32042,                 1.9459,                 2.9166,                 2.7634,               0.001337,               0.001337,               0.001337
                    133,                 2.1529,                 2.8241,                 2.8942,                0.69004,                0.48863,                0.70365,                0.32042,                 1.9459,                 2.9166,                 2.7634,              0.0013363,              0.0013363,              0.0013363
